COMMONNAME,Minimum age at encounter,Banding date,Banding region,Age at banding,Sex,Encounter date,Encounter region,How bird and band were obtained,Condition of bird/band at encounter
Great Horned Owl,19 years 05 months,4/25/1968,New York,Local,Unknown,9/6/1987,New York,Caught due to striking or being struck by: motor vehicle.,Dead/Removed
Great Horned Owl,17 years 06 months,4/28/1959,Illinois,Local,Unknown,10/42/1976,Illinois,Found dead.,Dead/Removed
Great Horned Owl,15 years 08 months,4/27/1966,New York,Local,Unknown,12/12/1981,New York,Caught by or due to: traps or snares OTHER THAN devices used to catch birds for banding.,Dead/Unknown
Great Horned Owl,13 years 07 months,5/17/1959,Saskatchewan,Local,Unknown,12/4/1972,Manitoba,Caught by or due to: traps or snares OTHER THAN devices used to catch birds for banding.,Unknown/Removed
Great Horned Owl,13 years 03 months,4/1/1965,Indiana,Local,Male,7/3/1978,Ohio,Caught due to striking or being struck by: motor vehicle.,Dead/Removed
Snowy Owl,23 years 10 months,3/20/1992,Massachusetts,Second Year,Female,4/5/2015,Montana,Code discontinued.,Alive - Released/Left On Bird
Snowy Owl,19 years 07 months,1/17/1994,Alberta,After Hatching Year,Female,1/23/2013,Alberta,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Snowy Owl,16 years 08 months,2/27/1988,Massachusetts,Second Year,Female,2/29/2004,Massachusetts,Caught or found dead due to striking or being struck by: moving aircraft.,Dead/Unknown
Snowy Owl,10 years 09 months,1/25/1975,Alberta,After Second Year,Female,3/15/1984,Alberta,Found dead.,Dead/Unknown
Snowy Owl,9 years 05 months,7/18/1960,Nunavut,Local,Unknown,11/99/1969,Nunavut,Caught by or due to: traps or snares OTHER THAN devices used to catch birds for banding.,Dead/Removed
Northern Hawk Owl,5 years 11 months,12/11/2004,Alberta,Hatching Year,Unknown,5/21/2010,Alberta,"Caught due to striking: radio, TV, high tension, etc. wires or towers, or ceilometers.",Dead/Removed
Northern Hawk Owl,4 years 10 months,11/14/2004,Alberta,Hatching Year,Unknown,4/4/2009,Alberta,Caught by or due to: traps or snares OTHER THAN devices used to catch birds for banding.,Alive - Unknown/Left On Bird
Northern Pygmy-Owl,3 years 11 months,4/26/2008,Oregon,After Hatching Year,Male,5/16/2011,Oregon,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Elf Owl,5 years 10 months,3/21/1979,Texas,After Hatching Year,Male,4/29/1984,Texas,Caught or killed due to: fall from nest.,Alive - Released/Left On Bird
Elf Owl,4 years 11 months,7/7/1983,Arizona,After Hatching Year,Unknown,5/7/1987,Arizona,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Burrowing Owl,9 years 11 months,7/24/2005,California,After Hatching Year,Unknown,5/22/2014,California,"Sight record: identified by color band, marked plumage or marker other than standard, numbered metal band.",Alive - Released/Left On Bird
Burrowing Owl,9 years 02 months,6/13/1993,Saskatchewan,Local,Unknown,08/99/2002,Mexico,Caught by or due to: traps or snares OTHER THAN devices used to catch birds for banding.,Unknown/Unknown
Burrowing Owl,8 years 08 months,6/7/1932,South Dakota,After Hatching Year,Unknown,2/13/1940,Texas,Caught by or due to: traps or snares OTHER THAN devices used to catch birds for banding.,Dead/Unknown
California Spotted Owl,10 years 06 months,6/23/1987,California,After Hatching Year,Female,12/25/1996,California,Caught due to: injury,Dead/Left On Bird
California Spotted Owl,9 years 02 months,8/7/1988,California,After Third Year,Female,8/24/1994,California,Previously banded bird trapped and released during banding operations,Alive - Released/Removed
Northern Spotted Owl,21 years 00 months,6/13/1988,Oregon,After Third Year,Female,6/7/2006,Oregon,"Sight record: identified by color band, marked plumage or marker other than standard, numbered metal band.",Alive - Released/Left On Bird
Northern Spotted Owl,16 years 02 months,3/29/1993,Oregon,After Third Year,Female,8/25/2006,Oregon,Found dead.,Dead/Removed
Northern Spotted Owl,14 years 02 months,12/20/1989,Oregon,After Third Year,Male,8/8/2000,Oregon,Captured for Scientific Purposes (not collected). Status changed.,Alive - Released/Left On Bird
Northern Spotted Owl,13 years 09 months,8/14/1986,Oregon,After Third Year,Male,3/20/1997,Oregon,Captured for Scientific Purposes (not collected). Status changed.,Alive - Released/Left On Bird
Barred Owl,24 years 01 months,5/24/1986,Minnesota,Local,Unknown,6/9/2010,Minnesota,Caught by or due to: entanglement in fishing gear,Dead/Removed
Barred Owl,18 years 03 months,5/9/1968,Kentucky,Local,Unknown,8/20/1986,Ohio,Found dead or injured on highway.,Dead/Removed
Barred Owl,10 years 08 months,10/25/1964,Missouri,Unknown,"Female, sexed upon recapture",2/25/1975,Missouri,Found dead or injured on highway.,Dead/Removed
Great Gray Owl,18 years 09 months,2/10/1996,Alberta,After Second Year,Unknown,3/16/2013,Alberta,Caught due to striking or being struck by: motor vehicle.,Dead/Left On Bird
Great Gray Owl,12 years 09 months,5/15/1977,Alberta,After Hatching Year,Female,3/8/1989,Alberta,Found dead.,Dead/Removed
Great Gray Owl,10 years 11 months,3/9/1974,Minnesota,After Hatching Year,Unknown,5/10/1984,Manitoba,Previously banded bird trapped and released during banding operations,Alive - Released/Removed
Great Gray Owl,5 years 06 months,2/14/1976,Manitoba,After Hatching Year,Unknown,12/21/1980,Manitoba,Found dead or injured on highway.,Dead/Removed
Long-eared Owl,12 years 01 months,4/5/1989,New York,After Second Year,Unknown,7/5/1999,Ontario,Found dead.,Dead/Left On Bird
Long-eared Owl,9 years 00 months,2/5/1954,Ontario,After Hatching Year,Unknown,6/10/1962,Ontario,Found dead.,Dead/Unknown
Short-eared Owl,4 years 04 months,8/5/1966,British Columbia,Hatching Year,Unknown,10/18/1970,California,Shot.,Dead/Unknown
Boreal Owl,8 years 00 months,6/1/1990,Idaho,Hatching Year,"Male, sexed upon recapture",6/23/1998,Idaho,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Northern Saw-whet Owl,9 years 05 months,9/28/1999,Ontario,After Hatching Year,Unknown,11/8/2007,Minnesota,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Northern Saw-whet Owl,8 years 03 months,9/5/2001,California,Hatching Year,Unknown,9/23/2009,California,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Northern Saw-whet Owl,7 years 05 months,10/20/1977,Ontario,Hatching Year,Unknown,11/23/1984,New Hampshire,Found dead or injured on highway.,Dead/Removed
Northern Saw-whet Owl,3 years 10 months,10/29/1971,Ontario,Unknown,Unknown,4/11/1975,Ontario,"Caught due to: entanglement in anything other than fishing gear, e.g., in wire, string, vines, fence, shrubs, etc.",Dead/Removed
Common Nighthawk,9 years 00 months,6/7/1950,Ohio,Unknown,Female,6/26/1959,Ohio,Previously banded bird trapped and released during banding operations,Unknown/Unknown
Common Nighthawk,6 years 11 months,6/26/1972,Iowa,Local,Unknown,5/4/1979,Missouri,Found dead.,Dead/Removed
Chuck-will's-widow,14 years 10 months,4/8/1978,Florida,After Hatching Year,Male,04/99/1992,Dominican Republic and Haiti,Shot.,Dead/Removed
Eastern Whip-poor-will,4 years 00 months,6/19/1956,Maryland,After Hatching Year,Unknown,6/17/1959,Maryland,Shot.,Dead/Unknown
Black Swift,16 years 01 months,8/20/1985,California,After Hatching Year,Unknown,7/12/2000,California,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Black Swift,10 years 01 months,8/20/1985,California,After Hatching Year,Unknown,7/20/1994,California,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Black Swift,6 years 00 months,9/5/1963,Colorado,Local,Unknown,6/30/1969,Colorado,Found dead.,Dead/Unknown
Chimney Swift,14 years 00 months,9/16/1957,Ohio,After Hatching Year,"Male, sexed upon recapture",6/25/1970,Ohio,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Chimney Swift,13 years 09 months,9/21/1952,Georgia,Unknown,Unknown,3/9/1966,Florida,Found dead.,Dead/Unknown
Chimney Swift,11 years 11 months,7/1/1947,Ohio,Unknown,Unknown,5/5/1959,Ohio,Previously banded bird trapped and released during banding operations,Unknown/Unknown
Vaux's Swift,5 years 01 months,4/13/1972,Venezuela,After Hatching Year,Unknown,7/11/1976,Venezuela,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
White-throated Swift,10 years 00 months,7/6/1997,California,After Hatching Year,Unknown,6/15/2006,California,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
White-throated Swift,5 years 08 months,3/8/1970,California,After Hatching Year,Unknown,2/17/1975,California,Previously banded bird trapped and released during banding operations,Alive - Released/Removed
Magnificent Hummingbird,11 years 00 months,6/20/1998,Arizona,After Hatching Year,Male,6/1/2008,Arizona,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Magnificent Hummingbird,9 years 02 months,8/22/1993,Arizona,Hatching Year,Male,8/12/2002,Arizona,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Blue-throated Hummingbird,7 years 11 months,7/26/1987,Arizona,Hatching Year,Male,5/20/1995,Arizona,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Lucifer Hummingbird,7 years 05 months,8/16/2009,Texas,After Hatching Year,Male,11/3/2015,Texas,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Ruby-throated Hummingbird,9 years 02 months,8/2/2006,West Virginia,After Hatching Year,Female,8/8/2014,West Virginia,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Ruby-throated Hummingbird,9 years 01 months,6/8/2006,Michigan,After Hatching Year,Female,7/17/2014,Michigan,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Ruby-throated Hummingbird,9 years 00 months,7/19/2001,New York,After Hatching Year,Female,6/4/2009,New York,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Ruby-throated Hummingbird,9 years 00 months,9/2/1978,Oklahoma,After Hatching Year,Female,6/11/1986,Oklahoma,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Ruby-throated Hummingbird,6 years 03 months,6/24/1970,Missouri,After Hatching Year,Female,9/1/1975,Missouri,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Black-chinned Hummingbird,11 years 02 months,8/25/1998,Texas,After Hatching Year,Female,8/29/2008,Texas,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Black-chinned Hummingbird,10 years 01 months,4/17/1997,Arizona,After Hatching Year,Female,7/21/2006,Arizona,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Black-chinned Hummingbird,9 years 02 months,8/30/1992,Arizona,Hatching Year,Female,8/29/2001,Arizona,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Black-chinned Hummingbird,8 years 11 months,6/1/1996,Arizona,After Hatching Year,Female,5/22/2004,Arizona,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Black-chinned Hummingbird,7 years 11 months,4/27/1994,Arizona,After Hatching Year,Female,5/8/2001,Arizona,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Anna's Hummingbird,8 years 02 months,6/6/1993,Arizona,Hatching Year,Male,8/26/2001,Arizona,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Anna's Hummingbird,6 years 04 months,6/25/1976,California,Hatching Year,Unknown,10/14/1982,California,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Costa's Hummingbird,8 years 09 months,6/2/2001,California,After Hatching Year,Female,3/7/2009,California,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Broad-tailed Hummingbird,12 years 02 months,6/21/1976,Colorado,After Hatching Year,Female,8/12/1987,Colorado,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Rufous Hummingbird,8 years 11 months,6/17/1996,British Columbia,After Hatching Year,Female,5/16/2004,British Columbia,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Allen's Hummingbird,5 years 11 months,5/3/2004,California,Second Year,Female,5/28/2009,California,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Allen's Hummingbird,4 years 00 months,6/6/1981,California,Hatching Year,Female,6/18/1985,California,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Allen's Hummingbird,3 years 11 months,6/18/1977,California,After Hatching Year,Female,5/16/1980,California,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Calliope Hummingbird,8 years 01 months,6/29/2007,Idaho,After Hatching Year,Female,7/24/2014,Idaho,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Calliope Hummingbird,7 years 00 months,5/29/2001,Montana,Second Year,Female,6/6/2007,Montana,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Calliope Hummingbird,6 years 11 months,7/8/1993,Montana,After Hatching Year,Female,5/29/1999,Montana,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Broad-billed Hummingbird,9 years 01 months,4/4/2004,Arizona,After Hatching Year,Male,7/13/2012,Arizona,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Broad-billed Hummingbird,8 years 10 months,4/4/2004,Arizona,After Hatching Year,Male,4/9/2012,Arizona,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Broad-billed Hummingbird,6 years 01 months,7/17/1989,Arizona,After Hatching Year,Male,7/8/1994,Arizona,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Buff-bellied Hummingbird,11 years 02 months,11/18/1997,Texas,After Hatching Year,Male,8/25/2007,Texas,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Buff-bellied Hummingbird,8 years 08 months,2/19/1993,Louisiana,After Hatching Year,Unknown,2/26/2001,Louisiana,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Violet-crowned Hummingbird,6 years 01 months,7/5/2006,Arizona,After Hatching Year,Unknown,7/24/2011,Arizona,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Puerto Rican Tody,12 years 07 months,1/14/1994,Puerto Rico,After Hatching Year,Unknown,1/8/2006,Puerto Rico,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Collared Kingfisher,4 years 04 months,3/18/2003,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Unknown,Unknown,7/26/2007,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Previously banded bird trapped and released during banding operations,Alive - Released/Removed
